Name,Hours
Rusty Hearts,143.0
Elsword,116.0
AirMech,30.0
Zombies Monsters Robots,22.0
Team Fortress 2,20.0
Skullgirls,18.4
Loadout,18.3
La Tale,13.8
Lost Saga North America,6.9
Dragon Nest Europe,2.9
Dota 2,2.3
Magicka Wizard Wars,2.1
Archeblade,2.1
Dead Island Epidemic,1.6
GunZ 2 The Second Duel,1.5
Aura Kingdom,1.0
Dragon's Prophet,0.9
METAL SLUG DEFENSE,0.6
Metal Reaper Online,0.4
Divine Souls,0.4
Infinity Wars - Animated Trading Card Game,0.2
ARK Survival Evolved,14.5
EVE Online,7.9
Dota 2,1.5
Team Fortress 2,211.0
Garry's Mod,193.0
Call of Duty Black Ops II - Multiplayer,100.0
Half-Life 2 Deathmatch,67.0
Saints Row The Third,30.0
Ace of Spades,29.0
Left 4 Dead 2,25.0
Call of Duty Black Ops II - Zombies,10.6
DC Universe Online,8.5
StarForge,1.6
Gothic 3,0.9
Portal,0.6
Gothic II Gold Edition,0.4
AdVenture Capitalist,0.3
Codename Gordon,0.3
Half-Life 2 Lost Coast,0.3
Alien Swarm,0.2
The Binding of Isaac Rebirth,415.0
Rust,100.0
The Binding of Isaac,55.0
Path of Exile,37.0
Rogue Legacy,36.0
The Elder Scrolls V Skyrim,25.0
Don't Starve,23.0
The Walking Dead,17.1
Scribblenauts Unlimited,15.0
South Park The Stick of Truth,13.4
Portal 2,13.1
Little Inferno,10.6
Half-Life 2,10.2
The Walking Dead Season Two,9.7
Undertale,9.4
Garry's Mod,8.8
Shelter,8.4
BattleBlock Theater,8.3
The Wolf Among Us,7.9
Botanicula,7.8
FEZ,7.3
Fingered,7.0
Spore,6.8
Spelunky,6.7
Goat Simulator,6.1
LEGO The Lord of the Rings,5.9
Thomas Was Alone,5.4
Rocketbirds Hardboiled Chicken,4.9
World of Goo,4.7
Insaniquarium! Deluxe,4.6
Octodad Dadliest Catch,4.5
Super Amazing Wagon Adventure,4.4
Mark of the Ninja,4.3
Portal,4.2
Gunpoint,4.2
Jazzpunk,3.9
To the Moon,3.9
DLC Quest,3.6
LIMBO,3.6
Evoland,3.6
Surgeon Simulator,3.5
The Stanley Parable,3.4
Reus,3.1
Viscera Cleanup Detail Santa's Rampage,3.0
Home,3.0
Amnesia The Dark Descent,2.7
Machinarium,2.2
World of Zoo,2.1
Mount Your Friends,2.1
A Walk in the Dark,2.1
Don't Starve Together Beta,2.1
Counter-Strike Source,2.0
Always Sometimes Monsters,1.9
Gomo,1.7
Dead Pixels,1.6
Unturned,1.5
McPixel,1.3
Nidhogg,1.3
A Bird Story,1.2
HOARD,1.2
Lume,1.1
Super Meat Boy,1.1
Terraria,1.0
A Virus Named TOM,1.0
Superbrothers Sword & Sworcery EP,0.9
The Legend of Korra,0.8
The Ship Single Player,0.8
Cthulhu Saves the World ,0.8
SpeedRunners,0.7
Electronic Super Joy,0.7
Brtal Legend,0.7
BioShock,0.7
BIT.TRIP Presents... Runner2 Future Legend of Rhythm Alien,0.6
Blood of the Werewolf,0.5
Finding Teddy,0.5
Love,0.5
The Showdown Effect,0.4
Dota 2,0.4
Bastion,0.4
Monaco,0.3
Toki Tori 2+,0.3
Coil,0.3
The Ship Tutorial,0.3
Papo & Yo,0.3
Joe Danger 2 The Movie,0.2
Castle Crashers,0.2
Droplitz,0.1
Eets Munchies,0.1
Dota 2,1.1
Dota 2,129.0
Call of Duty Black Ops - Multiplayer,21.0
Sid Meier's Civilization V,17.3
Portal 2,16.0
Mirror's Edge,14.9
DiRT Showdown,13.3
Grand Theft Auto V,13.1
Call of Duty Black Ops II - Multiplayer,12.1
Portal,11.8
Counter-Strike Global Offensive,7.0
Borderlands 2,4.3
Little Inferno,2.8
The Crew,2.4
Call of Duty Black Ops,2.1
Goat Simulator,1.8
The Elder Scrolls V Skyrim,1.7
ARK Survival Evolved,1.7
Call of Duty Advanced Warfare - Multiplayer,1.5
Torchlight II,1.0
Counter-Strike Source,1.0
Sniper Elite V2,1.0
Warframe,0.9
Team Fortress 2,0.9
The Binding of Isaac Rebirth,0.8
Burnout Paradise The Ultimate Box,0.8
Crysis 2 Maximum Edition,0.7
The Witcher 2 Assassins of Kings Enhanced Edition,0.6
Left 4 Dead 2,0.5
Call of Duty Black Ops II,0.5
Natural Selection 2,0.4
Metro 2033,0.4
Dead Space,0.3
Microsoft Flight Simulator X Steam Edition,0.2
Arma 2,0.2
Arma 2 Operation Arrowhead,0.1
Garry's Mod,11.4
Dragomon Hunter,7.9
Mitos.is The Game,7.0
Dota 2,2.3
Dota 2,379.0
Team Fortress 2,529.0
Garry's Mod,197.0
Left 4 Dead 2,28.0
Tactical Intervention,28.0
Portal 2,19.2
BioShock Infinite,8.5
Goat Simulator,7.4
Deus Ex Human Revolution - Director's Cut,5.2
Minecraft Story Mode - A Telltale Games Series,4.9
School of Dragons How to Train Your Dragon,4.5
Besiege,3.9
Chivalry Medieval Warfare,3.7
Fistful of Frags,3.3
Toribash,3.0
Subnautica,3.0
No More Room in Hell,2.9
Wild Warfare,2.6
Hurtworld,2.0
Source Filmmaker,2.0
Red Crucible Firestorm,1.7
World of Guns Gun Disassembly,1.4
War Thunder,0.8
Portal Stories Mel,0.5
Robocraft,0.5
Max Payne 3,0.4
Unturned,0.3
Only If,0.2
Plug & Play,0.2
The Way of Life Free Edition,0.1
Metaverse Construction Kit,0.1
Sniper Elite 3,0.9
Unturned,3.2
Counter-Strike Global Offensive,867.0
Terraria,135.0
Bulletstorm,132.0
Starbound,111.0
Garry's Mod,69.0
Half-Life 2,46.0
Arma 2 Operation Arrowhead,41.0
Poker Night 2,32.0
Fallout New Vegas,30.0
LISA,30.0
Grand Theft Auto IV,29.0
The Elder Scrolls IV Oblivion ,28.0
Portal 2,19.4
Team Fortress 2,17.3
Half Minute Hero Super Mega Neo Climax Ultimate Boy,15.5
FINAL FANTASY VII,13.4
Left 4 Dead 2,10.4
Darkest Dungeon,9.5
Evoland,7.8
Roguelands,7.2
SpeedRunners,6.3
Counter-Strike Source,6.1
Unturned,6.1
The Stanley Parable,5.5
Serious Sam 3 BFE,5.2
Hotline Miami,4.8
Gotham City Impostors,4.3
DC Universe Online,4.1
Orcs Must Die! 2,4.0
Dishonored,4.0
Left 4 Dead,3.9
Hitman Blood Money,3.2
Call of Duty Modern Warfare 2,3.1
FINAL FANTASY XIV A Realm Reborn,3.0
Surgeon Simulator,2.4
The Escapists,1.5
Warframe,1.5
Octodad Dadliest Catch,1.3
Gotham City Impostors Free To Play,1.1
POSTAL 2,1.1
The Ship Single Player,1.1
DayZ,1.0
Batman Arkham City,0.8
Hitman Absolution,0.8
Call of Duty Modern Warfare 2 - Multiplayer,0.7
Dead Space,0.6
STAR WARS Knights of the Old Republic II The Sith Lords,0.5
Poker Night at the Inventory,0.5
Audiosurf,0.5
Half-Life,0.5
Deus Ex Human Revolution,0.5
Arma 2,0.4
From Dust,0.4
Deus Ex Game of the Year Edition,0.3
Reus,0.3
Grand Theft Auto San Andreas,0.3
BioShock 2,0.2
Alan Wake,0.2
Darksiders,0.2
LEGO The Lord of the Rings,0.2
Serious Sam The Random Encounter,0.2
The Witcher Enhanced Edition,0.2
Sid Meier's Civilization V,0.2
BioShock,0.1
GunZ 2 The Second Duel,0.1
Loadout,0.1
Half-Life 2 Deathmatch,0.1
Day of Defeat,39.0
Middle-earth Shadow of Mordor,25.0
Dota 2,0.5
Dota 2,366.0
Counter-Strike,1899.0
Dota 2,154.0
TOME Immortal Arena,0.3
Fallout New Vegas,159.0
Counter-Strike Global Offensive,347.0
DayZ,14.4
Team Fortress 2,0.5
Sid Meier's Civilization V,28.0
Mount & Blade Warband,8.2
Dead Rising 3,12.6
Call of Duty Modern Warfare 3,7.6
Dota 2,0.2
Dota 2,552.0
Counter-Strike,39.0
Day of Defeat,3.8
Terraria,130.0
Garry's Mod,88.0
Titan Quest Immortal Throne,81.0
Risk of Rain,63.0
StarForge,46.0
Torchlight II,41.0
The Binding of Isaac,36.0
Robocraft,31.0
Mercenary Kings,29.0
Team Fortress 2,29.0
Rust,24.0
Don't Starve Together Beta,21.0
Infestation Survivor Stories,16.6
Starbound,13.6
The Secret World,12.9
Don't Starve,11.6
Iron Brigade,9.8
7 Days to Die,9.1
Alien Swarm,7.9
Unturned,7.7
ORION Prelude,7.3
Natural Selection 2,6.6
Loadout,6.2
Counter-Strike Source,3.1
God Mode,2.3
Dead Island Riptide,2.2
Krater,1.7
The Witcher 2 Assassins of Kings Enhanced Edition,1.5
Age of Empires III Complete Collection,1.3
Dota 2,0.6
Titan Quest,0.6
Age of Empires II HD Edition,0.5
Insurgency Modern Infantry Combat,0.4
CastleMiner Z,0.3
Rogue Legacy,0.1
Left 4 Dead 2,0.1
Monaco,0.1
Counter-Strike Nexon Zombies,0.8
Team Fortress 2,0.4
Unturned,0.2
Dota 2,417.0
Team Fortress 2,3.0
BioShock Infinite,0.8
The Last Remnant,11.9
Dota 2,1.2
Mitos.is The Game,0.2
Trove,43.0
Counter-Strike Source,0.2
Dota 2,0.3
Dota 2,0.8
Counter-Strike Global Offensive,399.0
Terraria,203.0
Fallout 4,61.0
Fallout 3 - Game of the Year Edition,40.0
Call of Duty World at War,30.0
Killing Floor,25.0
Garry's Mod,19.8
Spintires,15.5
Fallout New Vegas,14.5
Hammerwatch,14.4
Resident Evil 5 / Biohazard 5,13.0
Space Engineers,11.6
Viscera Cleanup Detail,10.7
Team Fortress 2,6.0
SMITE,5.1
Don't Starve Together Beta,4.7
Construct 2 Free,4.1
Kerbal Space Program,4.0
"Sir, You Are Being Hunted",3.9
Guns of Icarus Online,3.3
Brawlhalla,3.2
Cry of Fear,3.2
Rising Storm/Red Orchestra 2 Multiplayer,3.1
Age of Empires II HD Edition,2.9
Q.U.B.E Director's Cut,2.6
Fistful of Frags,2.6
Mount & Blade Warband,2.5
Next Car Game Wreckfest,2.0
The Binding of Isaac,1.9
War Thunder,1.8
Viscera Cleanup Detail Santa's Rampage,1.7
Don't Starve,1.7
Counter-Strike Source,1.6
Risk of Rain,1.6
Viscera Cleanup Detail Shadow Warrior,1.4
Red Orchestra 2 Heroes of Stalingrad - Single Player,1.4
Counter-Strike Nexon Zombies,1.3
theHunter,1.1
7 Days to Die,0.9
Dino D-Day,0.9
Survarium,0.9
Next Car Game Sneak Peek 2.0,0.7
Call of Duty Black Ops - Multiplayer,0.6
resident evil 4 / biohazard 4,0.3
No More Room in Hell,0.2
Squishy the Suicidal Pig,0.2
Dota 2,2891.0
Toribash,28.0
Stronghold 3,32.0
Team Fortress 2,3.1
Team Fortress 2,180.0
Borderlands 2,121.0
Total War SHOGUN 2,63.0
Far Cry 3,34.0
Prison Architect,33.0
Borderlands,32.0
Saints Row The Third,29.0
Cities Skylines,29.0
Crusader Kings II,27.0
Medieval II Total War,26.0
Sid Meier's Civilization V,25.0
Banished,23.0
Batman Arkham City,23.0
Dying Light,23.0
Assassin's Creed III,20.0
Tropico 5,19.3
Dead Island,18.7
The Elder Scrolls V Skyrim,16.5
BioShock Infinite,15.4
Tropico 4,15.0
Left 4 Dead 2,14.1
Sleeping Dogs,14.0
Assassin's Creed II,13.7
Orcs Must Die! 2,13.4
Middle-earth Shadow of Mordor,11.1
State of Decay,11.0
Rome Total War,9.6
Torchlight,9.2
Counter-Strike Global Offensive,8.6
The Incredible Adventures of Van Helsing,8.4
Scribblenauts Unlimited,8.3
Mortal Kombat Komplete Edition,8.1
Tomb Raider,7.6
Magicka,7.1
Torchlight II,7.0
The Bureau XCOM Declassified,6.9
XCOM Enemy Unknown,6.7
Medieval II Total War Kingdoms,6.7
PlanetSide 2,6.3
Company of Heroes (New Steam Version),6.2
Dungeon Defenders,6.1
Game Dev Tycoon,5.8
Guild Wars,5.7
Dota 2,5.6
Crysis,5.6
Call of Duty Modern Warfare 2,5.5
Call of Duty Black Ops II - Multiplayer,5.5
Ghost Master,5.2
Portal 2,5.2
Fallout 3 - Game of the Year Edition,5.1
Orcs Must Die!,4.9
Goat Simulator,4.8
Just Cause 2,4.7
Botanicula,4.7
Max Payne 3,4.5
Stacking,4.2
Darksiders II,4.1
Dishonored,3.9
MURDERED SOUL SUSPECT,3.7
BioShock 2,3.6
Age of Empires II HD Edition,3.6
PROTOTYPE 2,3.4
Sniper Elite V2,3.0
Overlord II,3.0
The Wolf Among Us,2.7
Company of Heroes,2.4
Garry's Mod,2.4
Fallout New Vegas,2.3
Tiny and Big Grandpa's Leftovers,2.3
Spore,2.2
Dark Souls Prepare to Die Edition,2.2
Alan Wake,2.2
The Binding of Isaac,2.1
The Witcher Enhanced Edition,2.1
Bastion,2.0
The Witcher 2 Assassins of Kings Enhanced Edition,2.0
Red Faction Armageddon,1.9
Dungeons of Dredmor,1.9
FINAL FANTASY VII,1.9
The Walking Dead,1.8
Dead Space 2,1.7
"Warhammer 40,000 Dawn of War II",1.7
Chivalry Medieval Warfare,1.6
Metro 2033,1.6
Homefront,1.5
Deus Ex Human Revolution,1.5
The Elder Scrolls IV Oblivion ,1.4
Unreal Tournament 3 Black Edition,1.4
Psychonauts,1.3
Tales of Monkey Island Chapter 1 - Launch of the Screaming Narwhal,1.3
SimCity 4 Deluxe,1.2
Kerbal Space Program,1.2
Space Engineers,1.2
Saints Row 2,1.1
Medieval Engineers,1.1
Call of Duty Black Ops II,1.0
Batman Arkham Origins,1.0
Verdun,1.0
Divinity Original Sin,0.9
Dragon The Game,0.9
Darksiders,0.9
Serious Sam 3 BFE,0.9
Call of Duty Modern Warfare 2 - Multiplayer,0.9
ORION Prelude,0.8
Portal,0.8
Cthulhu Saves the World ,0.7
Age of Empires III Complete Collection,0.6
Dragon Age Origins - Ultimate Edition,0.6
Draw a Stickman EPIC,0.6
"On the Rain-Slick Precipice of Darkness, Episode One",0.6
Machinarium,0.5
Unreal Gold,0.5
Antichamber,0.5
S.T.A.L.K.E.R. Shadow of Chernobyl,0.5
Divine Divinity,0.4
Gnomoria,0.4
"Warhammer 40,000 Space Marine",0.4
Dear Esther,0.4
Star Wars The Force Unleashed Ultimate Sith Edition,0.4
Far Cry 2,0.4
Dead Space,0.4
Marvel Heroes 2015,0.3
Costume Quest,0.3
Assassin's Creed Brotherhood,0.3
Dungeon Defenders II,0.3
The Book of Unwritten Tales,0.3
Iron Brigade,0.3
Breath of Death VII ,0.2
Blacklight Retribution,0.2
Grand Theft Auto III,0.2
Solar Flux,0.2
Dirty Bomb,0.2
Grand Theft Auto San Andreas,0.1
Grand Theft Auto,0.1
Dota 2,315.0
Unturned,51.0
Infinite Crisis,3.2
Team Fortress 2,7.9
Dota 2,1.1
Rome Total War,117.0
Mount & Blade Warband,105.0
Rust,68.0
Rome Total War - Alexander,32.0
FEZ,19.4
Napoleon Total War,13.1
Empire Total War,4.8
The Long Dark,4.6
Total War ROME II - Emperor Edition,3.8
Goat Simulator,1.0
Dota 2,126.0
The Elder Scrolls V Skyrim,345.0
Killing Floor,175.0
DARK SOULS II,143.0
METAL GEAR SOLID V THE PHANTOM PAIN,126.0
PAYDAY 2,83.0
Killing Floor 2,67.0
The Crew,56.0
Robocraft,45.0
Grand Theft Auto V,40.0
METAL GEAR SOLID V GROUND ZEROES,31.0
Age of Empires II HD Edition,29.0
Space Engineers,28.0
Crypt of the NecroDancer,25.0
Borderlands 2,23.0
DARK SOULS II Scholar of the First Sin,22.0
Besiege,22.0
Alien Swarm,21.0
7 Days to Die,19.7
Ultra Street Fighter IV,10.1
Killing Floor Mod Defence Alliance 2,2.8
Left 4 Dead 2,2.6
Terraria,2.3
Warframe,1.3
Path of Exile,1.0
Dota 2,0.7
Age of Empires III Complete Collection,0.7
Dota 2,1.5
Counter-Strike Global Offensive,814.0
BLOCKADE 3D,0.2
Dota 2,0.2
Dota 2,6.0
Sid Meier's Civilization V,15.2
Team Fortress 2,154.0
PlanetSide 2,3.0
Team Fortress 2,1.7
Garry's Mod,10.0
Five Nights at Freddy's,7.1
Dragon Nest,309.0
DRAGON BALL XENOVERSE,50.0
The Long Dark,25.0
TERA,18.2
Borderlands The Pre-Sequel,17.5
Game of Thrones - A Telltale Games Series,4.1
MapleStory,0.9
Vindictus,0.8
Terraria,0.4
Unturned,0.2
Fable Anniversary,0.1
Dota 2,0.7
The Witcher 3 Wild Hunt,60.0
Injustice Gods Among Us Ultimate Edition,46.0
Tom Clancy's Rainbow Six Siege,23.0
Evolve,17.0
Grand Theft Auto V,15.4
Batman Arkham Knight,15.1
Borderlands 2,16.8
Counter-Strike Global Offensive,7.0
Left 4 Dead 2,7.7
PAYDAY 2,5.8
Terraria,1.2
DayZ,1.1
Trove,0.7
Dota 2,0.6
Dota 2,0.8
Dota 2,17.4
Dota 2,2390.0
Counter-Strike Global Offensive,961.0
PAYDAY 2,346.0
Rocket League,120.0
Counter-Strike Source,115.0
Sanctum 2,78.0
Arma 2 Operation Arrowhead,76.0
TrackMania Stadium,59.0
Saints Row The Third,51.0
Resident Evil 6 / Biohazard 6,47.0
Max Payne 3,44.0
Killing Floor,39.0
Tropico 3 - Steam Special Edition,39.0
Grand Theft Auto IV,38.0
Sonic & All-Stars Racing Transformed,34.0
Left 4 Dead 2,33.0
Grand Theft Auto V,27.0
Grand Theft Auto Episodes from Liberty City,27.0
L.A. Noire,27.0
Killing Floor 2,25.0
Batman Arkham Asylum GOTY Edition,24.0
Saints Row IV,22.0
Borderlands 2,18.8
Lego Harry Potter,18.8
Sonic Generations,18.5
Half-Life 2,17.8
Beat Hazard,16.6
Descent,15.4
Sonic Adventure 2 ,14.4
Brtal Legend,14.2
Mirror's Edge,13.8
Half-Life,13.0
Resident Evil 5 / Biohazard 5,11.6
Castle Crashers,10.8
Age of Empires II HD Edition,10.6
F.E.A.R.,10.6
Scribblenauts Unlimited,10.5
Dark Souls Prepare to Die Edition,9.5
THE KING OF FIGHTERS XIII STEAM EDITION,9.3
Arma 2,8.2
Warframe,7.7
Metro 2033,7.7
Insurgency,7.5
Half-Life Opposing Force,7.3
BattleBlock Theater,7.2
Burnout Paradise The Ultimate Box,7.1
METAL SLUG 3,7.0
Team Fortress 2,6.8
Batman Arkham City GOTY,6.1
F.E.A.R. 2 Project Origin,5.8
Half-Life 2 Episode Two,5.3
War Thunder,4.8
Eufloria,4.6
Blocks That Matter,4.5
FTL Faster Than Light,4.3
Renegade Ops,3.8
Half-Life Blue Shift,3.6
Don't Starve Together Beta,3.5
Command and Conquer Red Alert 3 - Uprising,3.5
Tom Clancy's Splinter Cell Conviction,3.5
Half-Life 2 Episode One,3.4
Dead Island Epidemic,3.3
Mortal Kombat Komplete Edition,3.1
Half-Life Source,3.1
Company of Heroes (New Steam Version),2.9
BIT.TRIP RUNNER,2.9
Crysis 2 Maximum Edition,2.9
Borderlands,2.8
SEGA Genesis & Mega Drive Classics,2.7
resident evil 4 / biohazard 4,2.7
Age of Empires III Complete Collection,2.4
Bastion,2.4
Outlast,2.3
Sonic Adventure DX,1.8
Terraria,1.7
Monaco,1.5
The Elder Scrolls V Skyrim,1.3
ORION Prelude,0.9
Don't Starve,0.9
F.E.A.R. 3,0.9
Half-Life 2 Deathmatch,0.8
You Have to Win the Game,0.8
Medal of Honor(TM) Multiplayer,0.7
Fistful of Frags,0.6
Natural Selection 2,0.5
Unturned,0.4
Always Sometimes Monsters,0.4
Trove,0.4
Star Wars Knights of the Old Republic,0.4
Guardians of Middle-earth,0.4
Binary Domain,0.3
SONIC THE HEDGEHOG 4 Episode I,0.3
DARK SOULS II,0.3
Mortal Kombat Kollection,0.3
Arma 2 DayZ Mod,0.3
Half-Life 2 Lost Coast,0.2
Really Big Sky,0.2
Sonic CD,0.2
Killing Floor Mod Defence Alliance 2,0.2
Gun Monkeys,0.2
PAYDAY The Heist,0.2
Arma 2 Private Military Company,0.2
Star Wars Republic Commando,0.1
Ohm Studio,0.1
Sid Meier's Civilization V,53.0
The Long Dark,14.5
Prison Architect,4.2
Expeditions Conquistador,4.1
You Need A Budget 4 (YNAB),0.7
7 Days to Die,0.6
Grand Theft Auto San Andreas,0.3
Farming Simulator 2013,0.2
Batman Arkham City GOTY,0.2
Euro Truck Simulator 2,0.1
Dota 2,0.7
Dota 2,0.9
Dota 2,28.0
Team Fortress 2,2.5
Alien Swarm,0.3
Borderlands 2,350.0
Dust An Elysian Tail,51.0
Resident Evil 6 / Biohazard 6,37.0
Hotline Miami,34.0
Darksiders,30.0
South Park The Stick of Truth,24.0
METAL SLUG 3,20.0
Mark of the Ninja,17.7
Worms Revolution,12.9
SpeedRunners,10.6
METAL GEAR RISING REVENGEANCE,10.3
Borderlands The Pre-Sequel,9.5
The Binding of Isaac,9.4
Left 4 Dead 2,8.7
Skullgirls,7.9
METAL SLUG X,7.2
DmC Devil May Cry,6.2
Terraria,5.8
Castle Crashers,5.0
Hammerwatch,4.8
Mercenary Kings,4.3
Saints Row The Third,4.2
Bastion,4.0
Monaco,3.7
The Walking Dead,2.4
FEZ,1.8
Awesomenauts,1.3
Don't Starve,1.2
Magic 2014 ,0.8
Team Fortress 2,0.8
Dead Island,0.5
Gun Monkeys,0.2
Unturned,13.0
Team Fortress 2,2.2
Mitos.is The Game,2.2
AdVenture Capitalist,0.7
Transformice,0.3
Warface,2.8
Dota 2,1.6
Team Fortress 2,2.5
Free to Play,0.2
Velvet Sundown,0.1
Dota 2,1.4
Grand Theft Auto V,236.0
Dota 2,4.0
Counter-Strike Global Offensive,270.0
Garry's Mod,44.0
Rust,26.0
Euro Truck Simulator 2,14.4
Ace of Spades,9.8
Hitman Absolution,6.8
Sniper Elite V2,4.2
Left 4 Dead 2,3.8
"Papers, Please",1.1
World of Guns Gun Disassembly,1.0
60 Seconds!,1.0
Unturned,0.5
Insurgency,0.5
theHunter,0.4
DiggerOnline,0.3
Uncrowded,0.2
Defy Gravity,0.2
Call of Duty Modern Warfare 2 - Multiplayer,406.0
Call of Duty Black Ops - Multiplayer,218.0
Euro Truck Simulator 2,148.0
Grand Theft Auto V,94.0
Counter-Strike Global Offensive,83.0
Team Fortress 2,79.0
Torchlight II,62.0
Dark Souls Prepare to Die Edition,49.0
Cities Skylines,42.0
Call of Duty Black Ops II - Multiplayer,42.0
Fallout 4,35.0
Call of Duty Advanced Warfare - Multiplayer,34.0
Rust,34.0
The Elder Scrolls V Skyrim,32.0
Borderlands 2,29.0
Terraria,25.0
Dungeon Defenders,22.0
DayZ,21.0
Portal 2,21.0
Don't Starve,18.9
Warhammer End Times - Vermintide,17.8
Project CARS,17.7
Monday Night Combat,15.2
DARK SOULS II,13.9
Call of Duty Modern Warfare 2,13.8
NBA 2K9,13.4
Call of Duty Black Ops,13.2
FTL Faster Than Light,13.0
Evolve,12.1
Middle-earth Shadow of Mordor,12.0
Garry's Mod,11.1
Pillars of Eternity,11.1
Mortal Kombat X,9.6
Kerbal Space Program,8.9
Darkest Dungeon,8.9
Injustice Gods Among Us Ultimate Edition,8.3
Chivalry Medieval Warfare,8.1
Tropico 5,8.1
Call of Duty Black Ops III,7.8
Trine 2,7.6
NBA 2K16,7.3
Prison Architect,6.2
Arma 2 Operation Arrowhead Beta (Obsolete),6.2
"Warhammer 40,000 Dawn of War  Dark Crusade",6.2
Rocket League,5.8
Magicka,5.4
DARK SOULS II Scholar of the First Sin,5.0
Dota 2,4.5
Orcs Must Die! 2,3.9
Gauntlet ,3.7
Aliens Colonial Marines,3.1
Natural Selection 2,2.0
Nosgoth,1.6
DiRT Rally,1.3
BattleBlock Theater,1.2
FINAL FANTASY XIII,1.2
Arma 2 Operation Arrowhead,1.1
The Stanley Parable,0.7
Metro Last Light Redux,0.7
Hero Academy,0.4
Goat Simulator,0.3
Call of Duty Black Ops II - Zombies,0.3
Dota 2,0.7
Double Action Boogaloo,0.2
Dota 2,3.4
Dota 2,0.8
Dota 2,19.3
Nosgoth,0.5
Heroes & Generals,0.5
Football Manager 2013,38.0
Dragon Age Origins - Ultimate Edition,1157.0
Portal 2,102.0
Left 4 Dead 2,68.0
Dota 2,57.0
Left 4 Dead,35.0
Half-Life 2,22.0
The Stanley Parable,15.9
POSTAL 2,13.6
Bastion,13.2
Portal,12.1
Half-Life 2 Episode Two,10.0
Half-Life,8.1
Half-Life 2 Lost Coast,7.9
The Witcher 2 Assassins of Kings Enhanced Edition,4.7
Half-Life Blue Shift,4.6
Half-Life Opposing Force,4.0
Half-Life 2 Episode One,3.1
Serious Sam HD The Second Encounter,1.7
Half-Life 2 Deathmatch,1.2
Alien Swarm,1.1
Codename Gordon,0.9
Dota 2,274.0
Fallout New Vegas,43.0
Dota 2,2.7
Stronghold 3,12.5
Call of Duty Modern Warfare 2,7.7
Dota 2,0.3
Dota 2,4.6
Dota 2,39.0
Left 4 Dead 2,1.7
Dota 2,2.3
Dota 2,1.8
Dota 2,607.0
Team Fortress 2,575.0
Alien Swarm,19.0
Poker Night at the Inventory,4.0
Unturned,0.5
Team Fortress 2,73.0
Dota 2,15.8
The Sims(TM) 3,106.0
Counter-Strike Global Offensive,11.4
Portal 2,10.0
Call of Duty Modern Warfare 3,7.6
Tabletop Simulator,3.6
Team Fortress 2,0.7
Rust,195.0
Amnesia The Dark Descent,0.2
Dirty Bomb,0.1
Dota 2,3.0
Counter-Strike Global Offensive,61.0
Unturned,1.7
Dota 2,3.4
Team Fortress 2,0.8
Dota 2,15.5
Dota 2,4.2
War Thunder,0.4
Loadout,0.4
Arma 3,509.0
Team Fortress 2,232.0
Farming Simulator 2013,112.0
Farming Simulator 15,98.0
ARK Survival Evolved,84.0
Euro Truck Simulator 2,79.0
Counter-Strike Global Offensive,73.0
Garry's Mod,44.0
Trials Evolution Gold Edition,22.0
Grand Theft Auto Episodes from Liberty City,18.2
DiRT 3,17.7
Space Engineers,12.3
F1 2012,10.9
FUEL,8.8
Tom Clancy's Splinter Cell Conviction,8.3
Chivalry Medieval Warfare,7.0
Call of Duty Advanced Warfare,5.8
Just Cause 2 Multiplayer Mod,5.2
Borderlands,3.8
Infestation Survivor Stories,3.1
Saints Row IV,3.0
APB Reloaded,2.5
Unturned,2.3
Spintires,1.9
Worms Reloaded,1.1
PAYDAY 2,1.0
Call of Duty Advanced Warfare - Multiplayer,0.9
Just Cause 2,0.7
Worms Ultimate Mayhem,0.6
Tom Clancy's Splinter Cell,0.4
Worms Armageddon,0.3
Counter-Strike Source,0.1
Universe at War Earth Assault,47.0
Alien Shooter Vengeance,4.5
Counter-Strike,1.8
Counter-Strike Condition Zero,0.6
Day of Defeat,0.2
Dota 2,1.3
Call of Duty Modern Warfare 3 - Multiplayer,9.1
Call of Duty Modern Warfare 3,4.9
Sakura Clicker,0.5
Neverwinter,1.6
Warframe,1.0
Dungeon Defenders II,0.5
Trove,0.3
Football Manager 2013,386.0
Football Manager 2014,295.0
Football Manager 2012,130.0
Football Manager 2015,27.0
Football Manager 2009,4.5
Counter-Strike Global Offensive,72.0
Dead Island Epidemic,0.1
Dota 2,11.7
Magicka Wizard Wars,1.8
Nosgoth,0.4
Dota 2,0.5
Dota 2,1.0
The Elder Scrolls V Skyrim,173.0
DARK SOULS II,71.0
Dark Souls Prepare to Die Edition,52.0
Team Fortress 2,39.0
Batman Arkham City GOTY,37.0
Torchlight II,34.0
Deus Ex Human Revolution,33.0
Resident Evil 6 / Biohazard 6,29.0
Metro 2033,27.0
Batman Arkham Origins,26.0
Tomb Raider,22.0
Dishonored,21.0
Batman Arkham Asylum GOTY Edition,20.0
Alan Wake,19.2
RAGE,15.5
Call of Duty Black Ops II,14.8
Tomb Raider Anniversary,13.8
Torchlight,13.7
BioShock Infinite,12.5
The Testament of Sherlock Holmes,11.4
Magicka,11.1
Tomb Raider Legend,10.5
Tomb Raider Underworld,9.4
Call of Duty Ghosts,7.9
Alan Wake's American Nightmare,7.2
Lara Croft and the Guardian of Light,6.8
Portal 2,6.6
LIMBO,2.6
